scid,context,doc_name,doc_context,rcid
91," HYPERLINK \l "_Toc411840798" 2	系统升级操作流程	 PAGEREF _Toc411840798 \h 5",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施前4周和1周，应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头，负责项目管理的室组织完成风险评估；不涉及应用系统版本变化的操作系统、数据库、中间件、硬件升级，网络变更，生产机房、灾备机房基础设施和环境改造、场地迁移等由信息技术部门分管负责人或以上人员牵头，负责科技安全的室组织完成风险评估。评估内容包括系统功能缺陷、客户信息泄露、业务中断、交易缓慢或其他因素造成的操作风险、法律风险和声誉风险等。",2770
91," HYPERLINK \l "_Toc411840798" 2	系统升级操作流程	 PAGEREF _Toc411840798 \h 5",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）重大变更实施方案正式发布后，原则上不允许修改。如需修改，应参照信息科技年度应用系统软硬件升级及演练计划管理流程的要求，变更提出室以书面形式说明变更内容、变更原因、变更影响分析和变更风险评估等，经室负责人、部门分管负责人签字同意，提请变更实施总指挥审批同意后，根据审批意见修订方案并重新发布。",2779
205,"使用pl用户登录公积金系统主机，执行命令：/u01/pl/trans/startPL.sh，如果输出以下内容，TongEASY启动成功。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""为进一步加强信息系统变更（以下简称“变更”）管理，有效防范操作风险，总行对《华夏银行信息系统变更管理实施细则》（华银制〔2014〕13号）进行了修订，主要修订内容如下：",2693
69,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；评审后如有变更的，必须填写《操作手册创建、变更记录表》。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""为进一步加强信息系统变更（以下简称“变更”）管理，有效防范操作风险，总行对《华夏银行信息系统变更管理实施细则》（华银制〔2014〕13号）进行了修订，主要修订内容如下：",2693
230,"使用pl用户登录公积金系统主机，执行命令：/u01/pl/trans/startPL.sh，如果输出以下内容，TongEASY启动成功。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""按照变更内容，变更分为应用系统版本变更、系统配置变更、系统环境和硬件变更、网络变更、生产数据非计划性修改、系统重启、数据清理及系统用户变更等。",2738
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（五）总行信息技术部门负责制度管理的室负责登记信息系统业务操作与信息科技管理评价加、减分台账。",3515
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（二）加分和减分。根据分行信息系统业务操作与信息科技管理活动开展情况，在评价期内，对各评价项的重点评价内容，实行加、减分处理。",3505
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（一）分行信息系统业务操作与信息科技管理评价分值实行百分制。",3504
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""2．由于分行管理或技术原因，发生辖内重要信息系统出现故障，处理不及时，导致在分行范围内对外服务停止5分钟以上（含）、15分钟以内的事件； ",3538
309,"公积金系统升级操作通讯参数表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施前4周和1周，应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头，负责项目管理的室组织完成风险评估；不涉及应用系统版本变化的操作系统、数据库、中间件、硬件升级，网络变更，生产机房、灾备机房基础设施和环境改造、场地迁移等由信息技术部门分管负责人或以上人员牵头，负责科技安全的室组织完成风险评估。评估内容包括系统功能缺陷、客户信息泄露、业务中断、交易缓慢或其他因素造成的操作风险、法律风险和声誉风险等。",2770
161,"检查公积金系统网络环境，使用pl用户登录应用主机，执行tlmenu命令，查看系统上下级节点是否全部保持联通状态，保证外连TONG节点连接状态正常。",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""（1）运行环境问题，主要包括机房水电、空调、综合布线等基础设施方面的问题；交换机、路由器、防火墙、通讯线路等网络方面的问题；主机、存储、虚拟化平台等系统硬件方面的问题；操作系统、中间件、数据库等系统软件方面的问题；与系统运行相关的参数配置等方面的问题。",3103
161,"检查公积金系统网络环境，使用pl用户登录应用主机，执行tlmenu命令，查看系统上下级节点是否全部保持联通状态，保证外连TONG节点连接状态正常。",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""3.1 按问题发生原因不同，问题分为运行环境问题、程序缺陷问题、应用系统集成架构问题和需求优化问题。",3102
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""2．由于分行管理或技术原因，导致辖内重要信息系统出现故障，处理不及时，导致在分行范围内对外服务停止15分钟以上（含）、30分钟以内的事件；",3542
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""3．由于分行管理或技术原因，发生辖内重要信息系统出现故障，处理不及时，导致在分行范围内对外服务停止30分钟以上（含）的事件；",3547
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""4．由于分行管理或技术原因，导致全行重要信息系统停止对外服务的事件；",3548
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""附件：华夏银行分行信息系统业务操作与信息科技管理评价",3572
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第二十二条 本办法自2015年1月1日起实施。原《华夏银行分行信息系统业务操作与信息科技管理评价办法》（华银制〔2013〕285号）同日废止。",3570
230,"使用pl用户登录公积金系统主机，执行命令：/u01/pl/trans/startPL.sh，如果输出以下内容，TongEASY启动成功。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2808
230,"使用pl用户登录公积金系统主机，执行命令：/u01/pl/trans/startPL.sh，如果输出以下内容，TongEASY启动成功。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""信息科技部门负责生产运行的室要按照生产调度会的要求，建立、维护、发布《华夏银行信息系统标准变更列表》（模板参见附件2）。标准变更列表包括但不限于以下内容：变更编号、变更内容、变更方案、变更系统等。",2828
230,"使用pl用户登录公积金系统主机，执行命令：/u01/pl/trans/startPL.sh，如果输出以下内容，TongEASY启动成功。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.1.1生产数据下载由生产数据使用部门提出申请，总行各部室需提交《华夏银行下载生产数据申请审批表（总行）》（模板参见附件5），分行（含二级分行、异地支行等）需提交《华夏银行下载生产数据申请审批表（总分行）》（模板参见附件6），明确现有信息系统的功能或功能组合无法满足数据下载需求、下载数据的原因、内容、用途及使用范围、下载数据的时间范围及使用期限（使用期限原则上不得超过3个月）、数据脱敏要求等信息。",1533
230,"使用pl用户登录公积金系统主机，执行命令：/u01/pl/trans/startPL.sh，如果输出以下内容，TongEASY启动成功。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""若数据下载用途是提供给第三方的，总行生产数据使用部门需起草签报，会签内控合规部门，报分管行领导审批同意后，作为数据下载申请的附件提交。签报至少包括下载原因、数据内容、用途、使用范围、使用期限、是否需要脱敏等详细内容。内控合规部门对第三方要求提供数据相关文件的合规性进行审核。生产数据使用部门需要求第三方提供以下文件，并作为签报附件：",1540
309,"公积金系统升级操作通讯参数表",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.1.4生产数据管理部门应妥善保管载有在本地前后台计算机系统内安装的全部操作系统软件（含操作系统补丁程序）、数据库、通讯软件、开发工具软件、应用软件及应用软件和数据库的环境参数（库表）等软件和数据的光盘、磁带、软盘等介质。应用软件和银行业务信息属机密档案，应严格采取保密措施存放，并建立登记簿详细记录各介质出入库情况。",1520
161,"检查公积金系统网络环境，使用pl用户登录应用主机，执行tlmenu命令，查看系统上下级节点是否全部保持联通状态，保证外连TONG节点连接状态正常。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""二线支持人员负责处置服务台分派的事件。总、分行信息科技部门负责应用系统、操作系统、中间件、数据库、网络、基础设施、安全、需求、灾备等工作的人员作为二线支持人员，必要时还可请外部专家协助处置事件。二线支持人员主要职责为：",3284
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""事件处置完成后，总行事件涉及的关键系统风险总包负责人或分行信息技术部门负责人要组织事件涉及的相关人员将事件解决方法归纳总结，形成知识或事件库，为后续事件解决提供支持。",3392
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""7.5 A级普通事件持续时间达到一般突发事件条件的，或2小时未解决，对我行业务、声誉造成以及可能造成严重影响的，则升级为一般突发事件，按照我行信息系统突发事件应急管理相关规定进行处置。",3384
142,"上线前进行每日生产运维常规巡检，检查公积金系统主备机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.4.9总行及已部署数据库操作和运维操作审计系统的分行应通过数据库操作和运维操作审计系统进行生产数据非计划性修改，不得直接登录系统后台进行操作。",1639
113," HYPERLINK \l "_Toc411840820" 7.2	公积金系统升级操作通讯参数表	 PAGEREF _Toc411840820 \h 9",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.1.4生产数据管理部门应妥善保管载有在本地前后台计算机系统内安装的全部操作系统软件（含操作系统补丁程序）、数据库、通讯软件、开发工具软件、应用软件及应用软件和数据库的环境参数（库表）等软件和数据的光盘、磁带、软盘等介质。应用软件和银行业务信息属机密档案，应严格采取保密措施存放，并建立登记簿详细记录各介质出入库情况。",1520
181,"备份系统应用配置",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""标准变更实行准入准出机制。针对日常操作中经常出现，变更方案成熟，技术风险和业务风险均可控的常规变更（如网络端口配置、增加操作系统级用户等，但应用系统版本变更除外），可纳入标准变更管理。受理此类变更的室可向生产调度会提交经室负责人审核的《华夏银行信息系统标准变更申请表》（模板参见附件1），对标准变更申请进行评估，评估通过的申请列入标准变更列表，后续同类变更可按照标准变更流程执行。",2823
181,"备份系统应用配置",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""对于由于基础软件、产品自身限制等原因需要单独购买相应的厂商产品才能够进行恢复验证测试的信息系统，由应用维护人员、系统管理人员及厂商共同讨论确定备份数据恢复验证测试方案。",1509
181,"备份系统应用配置",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""4.7由科技开发部门负责系统应用维护的室牵头，信息技术部负责系统管理的室配合，按照信息系统的分类，依据本细则在各系统运维手册中制定相应的备份与恢复验证测试详细方案及操作步骤，包括日常备份、特殊日期备份以及备份的具体日期、时间、备份方式、备份介质、保存期限、数据恢复验证测试频率等。",1514
181,"备份系统应用配置",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）灾备环境应用系统版本变更、系统配置变更不需再进行单独审批，由负责生产环境变更实施的室负责实施，双活模式应用系统的变更应同步实施，非双活模式应用系统同城灾备环境的变更原则上安排在生产变更后的第一个周三，异地灾备环境变更原则上安排在每季度第一个月的第二周。灾备环境变更实施前，如生产环境需向灾备环境切换，切换前负责生产环境变更实施的室需进行追加变更。",2853
181,"备份系统应用配置",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2808
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（3）A级普通事件（Ⅴ级）：分行服务台受理A级普通事件后，第一时间通知事件经理；由事件经理通知与事件相关的二线支持人员到操作现场处置事件，同时上报分行信息技术部门负责人和总行服务台；分行信息技术部门负责人立即上报分行分管信息科技的行领导，并组织进行事件处置；总行服务台报告值班经理，由值班经理报告部门带班负责人，并对需总行协助处置的事件，通知相关人员进行处置。",3373
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（2）B级普通事件（Ⅵ级）：分行服务台受理B级普通事件后，第一时间进行分析，对无法处置的事件立即上报事件经理；由事件经理通知与事件相关的二线支持人员到操作现场或其他指定地点处置事件，并上报分行信息技术部门负责人；由分行信息技术部门负责人负责指挥协调事件的解决，并根据事件处置情况，上报分行分管信息科技的行领导和总行服务台。",3372
161,"检查公积金系统网络环境，使用pl用户登录应用主机，执行tlmenu命令，查看系统上下级节点是否全部保持联通状态，保证外连TONG节点连接状态正常。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（8）预警类事件是指由监控系统、监控人员、维护人员发现的应用系统、操作系统、数据库、中间件、网络、硬件设备及基础设施等告警。",3317
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""A级普通事件事件发生15分钟后，事件恶化或预计事件发生20分钟内无法解决时，由生产调度决策组报告至信息技术部门负责人、科技开发部门负责人。信息技术部门负责人或科技开发部门负责人根据事件进展情况负责向总行信息系统应急领导小组和全行处置突发事件应急工作领导小组办公室报告。",3367
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（5）违规操作类事件是指操作人员有意或无意未按既定流程、制度、规范等要求进行操作，造成信息系统可用性、完整性、安全性受到破坏的事件。",3314
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""生产调度决策组负责协助总行信息系统应急领导小组进行技术决策和相关工作部署，以及信息系统普通事件现场总指挥不能决策事项的决策和相关工作部署。",3306
243,"公积金系统升级操作执行表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施前4周和1周，应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头，负责项目管理的室组织完成风险评估；不涉及应用系统版本变化的操作系统、数据库、中间件、硬件升级，网络变更，生产机房、灾备机房基础设施和环境改造、场地迁移等由信息技术部门分管负责人或以上人员牵头，负责科技安全的室组织完成风险评估。评估内容包括系统功能缺陷、客户信息泄露、业务中断、交易缓慢或其他因素造成的操作风险、法律风险和声誉风险等。",2770
161,"检查公积金系统网络环境，使用pl用户登录应用主机，执行tlmenu命令，查看系统上下级节点是否全部保持联通状态，保证外连TONG节点连接状态正常。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""二线支持人员接收到B级普通事件后，应第一时间赶赴现场或其他指定地点，对事件进行分析和处置，根据事件处置情况与相关应用系统、操作系统、中间件、数据库、网络、基础设施、安全、需求等其他二线支持人员电话联系，共同对事件进行分析和处置；如10分钟之内无法通过电话指导解决，上述相关人员应立即到现场或安排有处置能力的人到现场解决。",3365
161,"检查公积金系统网络环境，使用pl用户登录应用主机，执行tlmenu命令，查看系统上下级节点是否全部保持联通状态，保证外连TONG节点连接状态正常。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（1）C级普通事件（Ⅶ级）：服务台受理C级普通事件后，第一时间进行分析，对无法处置的事件及时上报事件经理，并分派给应用系统、操作系统、中间件、数据库、网络、基础设施、安全、需求等相应的二线支持人员；二线支持人员在C级普通事件处置时限内及时处置。服务台负责跟踪事件处置进展，如在规定处置时限内未及时解决，服务台要上报事件经理，由事件经理通知受理人所在室负责人督促事件尽快解决。",3363
204,"计划重启执行时间2月26日20:20",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2808
230,"使用pl用户登录公积金系统主机，执行命令：/u01/pl/trans/startPL.sh，如果输出以下内容，TongEASY启动成功。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""为进一步加强信息系统变更（以下简称“变更”）管理，有效防范操作风险，总行对《华夏银行信息系统变更管理实施细则》（华银制〔2014〕13号）进行了修订，主要修订内容如下：",2693
70,"操作手册必须包含系统升级实际操作中的每一项操作步骤。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第八条 重点评价内容是对各评价项进行细化、提出评价期内必须达到的目标要求；评价标准是评价期内加、减分的依据，具体依据是根据总行印发的相关制度、各种文件要求、信息系统操作手册和流程手册等制定。",3491
181,"备份系统应用配置",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""华夏银行分行信息系统业务操作",3470
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第三条 本办法所称信息系统业务操作与信息科技管理评价，是对分行信息科技基础设施管理、系统运维管理、信息系统业务操作管理、信息安全管理、项目管理、组织管理、信息科技综合管理等方面进行的全面评价。通过设立评价指标，客观、真实地反映分行信息科技管理现状，对分行信息科技管理做出分类评价。",3477
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第二条 本办法所称信息系统业务操作，是指信息系统用户操作应用功能完成相关业务处理的动作。信息系统用户包括柜面人员和业务管理人员（统称业务人员）。",3476
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第一条 为规范分行信息系统业务操作与信息科技管理评价工作，综合反映分行信息系统业务操作与信息科技管理工作质量，促进分行信息科技风险管理能力提升，制定本办法。",3475
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第四条 信息系统业务操作与信息科技管理评价每自然年度公布一次评价结果。",3478
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""现将修订后的《华夏银行分行信息系统业务操作与信息科技管理评价办法》印发给你们，请认真学习，遵照执行。",3460
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第八条 重点评价内容是对各评价项进行细化、提出评价期内必须达到的目标要求；评价标准是评价期内加、减分的依据，具体依据是根据总行印发的相关制度、各种文件要求、信息系统操作手册和流程手册等制定。",3491
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""2．信息系统运行日报、运行月报、信息科技操作风险提示；",3495
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""6．总行监测、发现的信息系统业务操作与信息科技相关事项。",3499
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""3．总行就信息系统业务操作与信息科技管理相关事项的通报；",3496
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第六条 分行信息系统业务操作与信息科技管理评价指标设置基础设施管理、系统运维管理、信息系统业务操作管理、信息安全管理、项目管理、组织管理、信息科技综合管理七个评价领域。各评价领域重点包括以下内容：",3482
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（三）信息系统业务操作管理，重点包括各类误操作、影响日结处理的问题、生产数据修改与下载操作等内容。",3485
68,"此模版适用于信息系统升级（含切换或上线）期间的技术操作（软件系统）。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""为加强华夏银行分行信息系统业务操作与信息科技管理评价工作，总行对《华夏银行分行信息系统业务操作与信息科技管理评价办法》（华银制〔2013〕285号）进行了修订，主要修订内容如下：",3455
